user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
YadiraDavalos4,Yadira Davalos 4,1121201553090797568,2019-04-24 23:57:35,/YadiraDavalos4/status/1121201553090797568,1,0,0,"Hola @teleritmoTv voto x
#ElAmorDeMiVida  de
@adictivaoficial en el
#Top10DeTeleritmo
@TerrenoAdictivo @anvalmusic
@dianacullen28 @ELVIAGARCIA121
#MMH #M2037 @memogarzaa ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Hola <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""147899825"" dir=""ltr"" href=""/TeleritmoTv""><s>@</s><b>teleritmoTv</b></a> <strong>voto</strong> x
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ElAmorDeMiVida?src=hash""><s>#</s><b>ElAmorDeMiVida</b></a> <img alt=""💕"" aria-label=""Emoji: Dos corazones"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f495.png"" title=""Dos corazones""/> de
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1267898791"" dir=""ltr"" href=""/adictivaoficial""><s>@</s><b>adictivaoficial</b></a> en el
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Top10DeTeleritmo?src=hash""><s>#</s><b>Top10DeTeleritmo</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""951213817710678017"" dir=""ltr"" href=""/TerrenoAdictivo""><s>@</s><b>TerrenoAdictivo</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""226269982"" dir=""ltr"" href=""/anvalmusic""><s>@</s><b>anvalmusic</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""587977897"" dir=""ltr"" href=""/dianacullen28""><s>@</s><b>dianacullen28</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3270573798"" dir=""ltr"" href=""/ELVIAGARCIA121""><s>@</s><b>ELVIAGARCIA121</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MMH?src=hash""><s>#</s><b>MMH</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/M2037?src=hash""><s>#</s><b>M2037</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2204181534"" dir=""ltr"" href=""/memogarzaa""><s>@</s><b>memogarzaa</b></a> <img alt=""✌"" aria-label=""Emoji: Mano de victoria"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/270c.png"" title=""Mano de victoria""/></p>"
AMRODRI007, 🇪🇸 AMRodriguez  🇪🇸,1121201539807350785,2019-04-24 23:57:32,/AMRODRI007/status/1121201539807350785,0,0,0,"#ElCorruptoProEtarra de @andoniortuzar, como MAFIOSO que es, ha #Amenazado a #ElGolpistaTraidorOkupa de ⁦@sanchezcastejon⁩, que si quiere su apoyo ha de #Romper la Unidad de España !!!

Todos los #HijosDePuta, tarde o temprano se juntan!!! https://www.lavanguardia.com/politica/20190424/461848342873/ortuzar-advierte-sanchez-olvide-pnv-reconoce-euskadi-nacion.html?facet=amp …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ElCorruptoProEtarra?src=hash""><s>#</s><b>ElCorruptoProEtarra</b></a> de <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""154074991"" dir=""ltr"" href=""/andoniortuzar""><s>@</s><b>andoniortuzar</b></a>, como MAFIOSO que es, ha <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Amenazado?src=hash""><s>#</s><b>Amenazado</b></a> a <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ElGolpistaTraidorOkupa?src=hash""><s>#</s><b>ElGolpistaTraidorOkupa</b></a> de ⁦<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""68740712"" dir=""ltr"" href=""/sanchezcastejon""><s>@</s><b>sanchezcastejon</b></a>⁩, que si quiere su apoyo ha de <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Romper?src=hash""><s>#</s><b>Romper</b></a> la Unidad de <strong>España</strong> <img alt=""🇪🇸"" aria-label=""Emoji: Bandera de España"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1ea-1f1f8.png"" title=""Bandera de España""/>!!!

Todos los <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/HijosDePuta?src=hash""><s>#</s><b>HijosDePuta</b></a>, tarde o temprano se juntan!!! <a class=""twitter-timeline-link"" data-expanded-url=""https://www.lavanguardia.com/politica/20190424/461848342873/ortuzar-advierte-sanchez-olvide-pnv-reconoce-euskadi-nacion.html?facet=amp"" dir=""ltr"" href=""https://t.co/lUOc0GgwEV"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.lavanguardia.com/politica/20190424/461848342873/ortuzar-advierte-sanchez-olvide-pnv-reconoce-euskadi-nacion.html?facet=amp""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">lavanguardia.com/politica/20190</span><span class=""invisible"">424/461848342873/ortuzar-advierte-sanchez-olvide-pnv-reconoce-euskadi-nacion.html?facet=amp</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
sunh0bi,marce,1121201539538915329,2019-04-24 23:57:32,/sunh0bi/status/1121201539538915329,0,0,0,están en una peleadera desde ayer en lugar de votar,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">están en una peleadera desde ayer en lugar de <strong>votar</strong></p>"
mundopoliticoar,Mundo PolíticoDiario,1121201538293280769,2019-04-24 23:57:32,/mundopoliticoar/status/1121201538293280769,0,0,0,Conmoción en España: una alemana y su hijo aparecen muertos en una cueva https://mundopoliticodiario.com/conmocion-en-espana-una-alemana-y-su-hijo-aparecen-muertos-en-una-cueva/ …pic.twitter.com/51gy4s1Jvz,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Conmoción en <strong>España</strong>: una alemana y su hijo aparecen muertos en una cueva <a class=""twitter-timeline-link"" data-expanded-url=""https://mundopoliticodiario.com/conmocion-en-espana-una-alemana-y-su-hijo-aparecen-muertos-en-una-cueva/"" dir=""ltr"" href=""https://t.co/kv7EjQkidj"" rel=""nofollow noopener"" target=""_blank"" title=""https://mundopoliticodiario.com/conmocion-en-espana-una-alemana-y-su-hijo-aparecen-muertos-en-una-cueva/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mundopoliticodiario.com/conmocion-en-e</span><span class=""invisible"">spana-una-alemana-y-su-hijo-aparecen-muertos-en-una-cueva/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/51gy4s1Jvz"">pic.twitter.com/51gy4s1Jvz</a></p>"
yoorplane,wendy; 🌵,1121201537743761408,2019-04-24 23:57:32,/yoorplane/status/1121201537743761408,1,0,2,"Se vc viu esse tweet na sua tml, comentem 

 fanchant
- 5 nomes
- 3 animais 

RT= VOTO
com as tags: #BBMAsTopSocial BTS @BTS_twt","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Se vc viu esse tweet na sua tml, comentem 

 fanchant
- 5 nomes
- 3 animais 

RT= <strong>VOTO</strong>
<img alt=""↪"" aria-label=""Emoji: Flecha con gancho hacia la derecha"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/21aa.png"" title=""Flecha con gancho hacia la derecha""/>com as tags: <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BBMAsTopSocial?src=hash""><s>#</s><b>BBMAsTopSocial</b></a> BTS <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""335141638"" dir=""ltr"" href=""/BTS_twt""><s>@</s><b>BTS_twt</b></a></p>"
MaraBel35794084,María Belén,1121201535122386944,2019-04-24 23:57:31,/MaraBel35794084/status/1121201535122386944,3,0,2,"Hola para poder votar tenes que poner:

#BBMAsTopSocial BTS @BTS_twt 

Te aviso... así tus votos valen. Suerte!pic.twitter.com/9IvVP6bAGD","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Hola para poder <strong>votar</strong> tenes que poner:

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BBMAsTopSocial?src=hash""><s>#</s><b>BBMAsTopSocial</b></a> BTS <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""335141638"" dir=""ltr"" href=""/BTS_twt""><s>@</s><b>BTS_twt</b></a> 

Te aviso... así tus votos valen. Suerte!<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/9IvVP6bAGD"">pic.twitter.com/9IvVP6bAGD</a></p>"
TataTita_xD,~•《 🐧》•~,1121201533897641986,2019-04-24 23:57:31,/TataTita_xD/status/1121201533897641986,0,0,0,"Mejor me pongo a votar lpm 

#BBMAsTopSocial BTS @BTS_twt","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Mejor me pongo a <strong>votar</strong> lpm 

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BBMAsTopSocial?src=hash""><s>#</s><b>BBMAsTopSocial</b></a> BTS <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""335141638"" dir=""ltr"" href=""/BTS_twt""><s>@</s><b>BTS_twt</b></a></p>"
mardylid,Mardylid Castillo,1121201531582283776,2019-04-24 23:57:30,/mardylid/status/1121201531582283776,1,0,1,"Los fundamentalistas del voto vamos a seguir aquí, para que sepan... #EleccionesLibresVzla :)","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Los fundamentalistas del <strong>voto</strong> vamos a seguir aquí, para que sepan... <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/EleccionesLibresVzla?src=hash""><s>#</s><b>EleccionesLibresVzla</b></a> :)</p>"
DavidC0110,Una España de todos y para todos!,1121201528524738560,2019-04-24 23:57:29,/DavidC0110/status/1121201528524738560,0,1,0,Todo el nacido en España es español. Box ni sabe ni puede dar certificados de españolidad a nadie y mucho menos cobardes que pudiendo haber jurado la bandera no lo hicieron y ahora van de hipócritas por España.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Todo el nacido en <strong>España</strong> es español. Box ni sabe ni puede dar certificados de españolidad a nadie y mucho menos cobardes que pudiendo haber jurado la bandera no lo hicieron y ahora van de hipócritas por <strong>España</strong>.</p>"
ElJEBUZ,jeb,1121201523659292679,2019-04-24 23:57:28,/ElJEBUZ/status/1121201523659292679,0,0,0,Y estaba comprando mi viaje a españa xD,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Y estaba comprando mi viaje a <strong>españa</strong> xD</p>"
peru2105,JuanPeru2105,1121201518177161216,2019-04-24 23:57:27,/peru2105/status/1121201518177161216,0,0,0,Y cuando con los de construccion civil,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Y cuando con los de construccion civil</p>"
chanchisl, 😑 chinnnnita  😑,1121201515920809986,2019-04-24 23:57:26,/chanchisl/status/1121201515920809986,4,0,0,"No paro de llorar de la risa, que belleza todo
Paren ¿Supimos conseguir el CONGRESO DE UCRANIA también?!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">No paro de llorar de la risa, que belleza todo
Paren ¿Supimos conseguir el <strong>CONGRESO</strong> DE UCRANIA también?!</p>"
yooniejkjm,❥ ᵉᵈᵘᵃʳᵈᵃ 🍒; fav no fix 📌,1121201515434336259,2019-04-24 23:57:26,/yooniejkjm/status/1121201515434336259,6,0,5,"rt= voto
#BBMAsTopSocial  BTS @BTS_twt","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">rt= <strong>voto</strong>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BBMAsTopSocial?src=hash""><s>#</s><b>BBMAsTopSocial</b></a>  BTS <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""335141638"" dir=""ltr"" href=""/BTS_twt""><s>@</s><b>BTS_twt</b></a></p>"
AR2i21912,Arturo,1121201510103302144,2019-04-24 23:57:25,/AR2i21912/status/1121201510103302144,1,1,0,"no recuerdo si aceptaron su desafuero en el senado, lo que si hicieron fue instarlo a que renuncie cosa que no hizo aún. debe perder sus fueros y si la fiscalía hace su trabajo debe llevar adelante la investigacion.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">no recuerdo si aceptaron su desafuero en el <strong>senado</strong>, lo que si hicieron fue instarlo a que renuncie cosa que no hizo aún. debe perder sus fueros y si la fiscalía hace su trabajo debe llevar adelante la investigacion.</p>"
Marce_Guerrero,мarce gυerrero  🦋,1121201509885079554,2019-04-24 23:57:25,/Marce_Guerrero/status/1121201509885079554,0,1,0,"Difiero. No nos importan sus creencias religiosas. No están en el Congreso para darnos clases de catecismo o de moral. Los DDHH no deberían estar sujetos a votación. La @SCJN ya emitió su postura al respecto, cosa que poco les importó.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Difiero. No nos importan sus creencias religiosas. No están en el <strong>Congreso</strong> para darnos clases de catecismo o de moral. Los DDHH no deberían estar sujetos a votación. La <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""80421729"" dir=""ltr"" href=""/SCJN""><s>@</s><b>SCJN</b></a> ya emitió su postura al respecto, cosa que poco les importó.</p>"
ragostan,ro 🌸,1121201504877187074,2019-04-24 23:57:24,/ragostan/status/1121201504877187074,1,0,1,definitivamente si pudiera votar (soy menor) sin duda votaría a podemos,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">definitivamente si pudiera <strong>votar</strong> (soy menor) sin duda votaría a podemos</p>"
PEREIRAVERDAN,ADRIANA,1121201503400812546,2019-04-24 23:57:23,/PEREIRAVERDAN/status/1121201503400812546,0,1,0,"Pessoal sabe o que e isso 
São a quantidade de senadores que estão em cima do muro
Quanto a Gilmar Mendes
Vamos cobra os senadores
A e essa nunca tivemos tanto esclarecimentos igual agora 
Em saber cada voto 
F sua PARTE
Podemos juntos 
https://foragilmar.vemprarua.net 
@VemPraRua_brpic.twitter.com/yLdVTTQWIU","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Pessoal sabe o que e isso 
São a quantidade de senadores que estão em cima do muro
Quanto a Gilmar Mendes
Vamos cobra os senadores
A<img alt=""🕑"" aria-label=""Emoji: Cara de reloj a las dos en punto"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f551.png"" title=""Cara de reloj a las dos en punto""/> e essa nunca tivemos tanto esclarecimentos igual agora 
Em saber cada <strong>voto</strong> 
F sua PARTE
Podemos juntos <img alt=""♥️"" aria-label=""Emoji: Palo de corazones"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2665.png"" title=""Palo de corazones""/><img alt=""🇧🇷"" aria-label=""Emoji: Bandera de Brasil"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1e7-1f1f7.png"" title=""Bandera de Brasil""/>
<a class=""twitter-timeline-link"" data-expanded-url=""https://foragilmar.vemprarua.net"" dir=""ltr"" href=""https://t.co/i1CLYRnBVf"" rel=""nofollow noopener"" target=""_blank"" title=""https://foragilmar.vemprarua.net""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">foragilmar.vemprarua.net</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2884022608"" dir=""ltr"" href=""/VemPraRua_br""><s>@</s><b>VemPraRua_br</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/yLdVTTQWIU"">pic.twitter.com/yLdVTTQWIU</a></p>"
AngelSousa2006,Angélica Sousa,1121201498082377734,2019-04-24 23:57:22,/AngelSousa2006/status/1121201498082377734,2,0,0,"Houve, realmente um oferecimento de 40 mil p cada deputado votar a favor da reforma da previdência???

Como espero que sua resposta seja, NÃO. ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Houve, realmente um oferecimento de 40 mil p cada deputado <strong>votar</strong> a favor da reforma da previdência???
<img alt=""😔"" aria-label=""Emoji: Cara pensativa"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f614.png"" title=""Cara pensativa""/><img alt=""☹"" aria-label=""Emoji: Rostro con ceño fruncido"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2639.png"" title=""Rostro con ceño fruncido""/>
Como espero que sua resposta seja, NÃO. <img alt=""😢"" aria-label=""Emoji: Cara llorando"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f622.png"" title=""Cara llorando""/><img alt=""😢"" aria-label=""Emoji: Cara llorando"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f622.png"" title=""Cara llorando""/><img alt=""😢"" aria-label=""Emoji: Cara llorando"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f622.png"" title=""Cara llorando""/></p>"
FabiCuervo_07,Fabián Grasso,1121201492927623174,2019-04-24 23:57:21,/FabiCuervo_07/status/1121201492927623174,12,0,0,Vergüenza nos da a nosotros que vos estés en el Congreso vicky.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Vergüenza nos da a nosotros que vos estés en el <strong>Congreso</strong> vicky.</p>"
portalmvd,Montevideo Portal,1121201490402643970,2019-04-24 23:57:20,/portalmvd/status/1121201490402643970,0,0,0,"Desde Montevideo, Congreso Internacional del Mutualismo pide “más valoración” por gobiernos https://www.montevideo.com.uy/Mujer/En-Montevideo-Congreso-Internacional-del-Mutualismo-pide-mas-valoracion-por-gobiernos-uc716436 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Desde Montevideo, <strong>Congreso</strong> Internacional del Mutualismo pide “más valoración” por gobiernos <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.montevideo.com.uy/Mujer/En-Montevideo-Congreso-Internacional-del-Mutualismo-pide-mas-valoracion-por-gobiernos-uc716436"" dir=""ltr"" href=""https://t.co/lxWKbdGzDx"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.montevideo.com.uy/Mujer/En-Montevideo-Congreso-Internacional-del-Mutualismo-pide-mas-valoracion-por-gobiernos-uc716436""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">montevideo.com.uy/Mujer/En-Monte</span><span class=""invisible"">video-Congreso-Internacional-del-Mutualismo-pide-mas-valoracion-por-gobiernos-uc716436</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
avkocado,𝓲𝓻𝓮 ☀️,1121201489601540096,2019-04-24 23:57:20,/avkocado/status/1121201489601540096,1,0,1,"ho quasi limonato con una mia compagna di classe perché eravamo quasi ubriache 
voto alla serata: diesci","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""it"">ho quasi limonato con una mia compagna di classe perché eravamo quasi ubriache 
<strong>voto</strong> alla serata: diesci</p>"
Michell70099741,MichelleMartinez,1121201489429573632,2019-04-24 23:57:20,/Michell70099741/status/1121201489429573632,0,0,0,"Nuestro voto es para #Perfecta de @BANDARECODITOSS en
#ElContadero @MaximaMonclova @LoquillasDeO ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Nuestro <strong>voto</strong> es para <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Perfecta?src=hash""><s>#</s><b>Perfecta</b></a> de <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""222291714"" dir=""ltr"" href=""/BANDARECODITOSS""><s>@</s><b>BANDARECODITOSS</b></a> en
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ElContadero?src=hash""><s>#</s><b>ElContadero</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2401855902"" dir=""ltr"" href=""/MaximaMonclova""><s>@</s><b>MaximaMonclova</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1109634841127997440"" dir=""ltr"" href=""/LoquillasDeO""><s>@</s><b>LoquillasDeO</b></a> <img alt=""😍"" aria-label=""Emoji: Cara sonriente con ojos en forma de corazón"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""Cara sonriente con ojos en forma de corazón""/><img alt=""🎶"" aria-label=""Emoji: Varias notas musicales"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f3b6.png"" title=""Varias notas musicales""/><img alt=""👌"" aria-label=""Emoji: Signo ok con la mano "" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f44c.png"" title=""Signo ok con la mano ""/><img alt=""💕"" aria-label=""Emoji: Dos corazones"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f495.png"" title=""Dos corazones""/></p>"
Valqurias4,Stephanie @ Albulquerque,1121201486908751875,2019-04-24 23:57:20,/Valqurias4/status/1121201486908751875,1,3,0,"*Olha isso: A TV Senado apresentou esse vídeo hoje pela manhã! Logo em seguida, o Congresso e Senado ligaram para a própria TV Senado intimando-a, sob forte ameaça e pressão, que retirassem de todos os demais telejornais! E já foi retirado até mesmo do Youtube
","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">*Olha isso: A TV <strong>Senado</strong> apresentou esse vídeo hoje pela manhã! Logo em seguida, o Congresso e <strong>Senado</strong> ligaram para a própria TV <strong>Senado</strong> intimando-a, sob forte ameaça e pressão, que retirassem de todos os demais telejornais! E já foi retirado até mesmo do Youtube
<img alt=""👇🏿"" aria-label=""Emoji: Dorso de la mano con el dedo índice señalando hacia abajo (tono de piel oscuro)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f447-1f3ff.png"" title=""Dorso de la mano con el dedo índice señalando hacia abajo (tono de piel oscuro)""/><img alt=""👇🏿"" aria-label=""Emoji: Dorso de la mano con el dedo índice señalando hacia abajo (tono de piel oscuro)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f447-1f3ff.png"" title=""Dorso de la mano con el dedo índice señalando hacia abajo (tono de piel oscuro)""/><img alt=""👇🏿"" aria-label=""Emoji: Dorso de la mano con el dedo índice señalando hacia abajo (tono de piel oscuro)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f447-1f3ff.png"" title=""Dorso de la mano con el dedo índice señalando hacia abajo (tono de piel oscuro)""/><img alt=""👇🏿"" aria-label=""Emoji: Dorso de la mano con el dedo índice señalando hacia abajo (tono de piel oscuro)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f447-1f3ff.png"" title=""Dorso de la mano con el dedo índice señalando hacia abajo (tono de piel oscuro)""/><img alt=""👇🏿"" aria-label=""Emoji: Dorso de la mano con el dedo índice señalando hacia abajo (tono de piel oscuro)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f447-1f3ff.png"" title=""Dorso de la mano con el dedo índice señalando hacia abajo (tono de piel oscuro)""/><img alt=""👇🏿"" aria-label=""Emoji: Dorso de la mano con el dedo índice señalando hacia abajo (tono de piel oscuro)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f447-1f3ff.png"" title=""Dorso de la mano con el dedo índice señalando hacia abajo (tono de piel oscuro)""/></p>"
CelsoAyala5,Celso Ayala,1121201483649900545,2019-04-24 23:57:19,/CelsoAyala5/status/1121201483649900545,0,0,2,No olvidamos tu voto celeste...,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">No olvidamos tu <strong>voto</strong> celeste...</p>"
willianadryan,Rooster,1121201481187831809,2019-04-24 23:57:18,/willianadryan/status/1121201481187831809,1,0,0,Da pra votar nos dois?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Da pra <strong>votar</strong> nos dois?</p>"
GustavoMissura,Gustavo Missura,1121201478281068545,2019-04-24 23:57:17,/GustavoMissura/status/1121201478281068545,0,0,0,Conto com vc. Através do meu voto lhe entreguei a representatividade dos meus anseios.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Conto com vc. Através do meu <strong>voto</strong> lhe entreguei a representatividade dos meus anseios.</p>"
carocasco09,Carolina Castillo,1121201475575848960,2019-04-24 23:57:17,/carocasco09/status/1121201475575848960,1,0,0,Con mi voto que no cuenten.-,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Con mi <strong>voto</strong> que no cuenten.-</p>"
CaballeroMx1,Caballero  🇲🇽,1121201471129833483,2019-04-24 23:57:16,/CaballeroMx1/status/1121201471129833483,0,1,0,"a un país europeo me topaba con Árabes o personas de raza negra. Pasaba por España, Francia, Alemania, Austria, Italia, Suiza, Suecia, Noruega e Inglaterra.
Sin exagerar, dentro de 5 personas que veía 4 eran árabes o negros y 1 blanco.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">a un país europeo me topaba con Árabes o personas de raza negra. Pasaba por <strong>España</strong>, Francia, Alemania, Austria, Italia, Suiza, Suecia, Noruega e Inglaterra.
Sin exagerar, dentro de 5 personas que veía 4 eran árabes o negros y 1 blanco.</p>"
